Bidwesh_Original,sylhety,Sylhaty_Romanize,Label,Annotator,Status,,,
,,Sohan Chowdhury tor gaur beta bal,1,,,,,
,, ita amr bogar toli mat ni,1,,,,3781,1s
,,Dorjar sitkari khulia rakhi de bal...asuda kunanor okano matat ar nani,1,,,,3273,0s
,,garualni dek kita kore,1,,,,,
,,Bebat or bongso,1,,,,,
,,furire kow beta ogure loia hutiroito,1,,,,,
,,lari betir 12 hai rait puaile ektao nai,1,,,,,
,,kombolor size sei putki marte jane kor,1,,,,,
,,Azan kan man go magi,1,,,,,
,,Dino foro dakati Hetir goror heti,1,,,,,
,,ajan man be noshtor goror noshto magi,1,,,,,
,,chamra bebshai purin kali bou shajar shok,1,,,,,
,,tumi deka roiso ekono,1,,,,,
,,Bap taki singla boro... Halar halain.. Quality sara video banau.,1,,,,,
,,Ma ogu boro noti,1,,,,,
,,ak kam kor tor mare lemta koriya cobi tuliya caride kuttar bacca,1,,,,,
,,Akn tui napak ni???,1,,,,,
,,Buni ogun sundor,1,,,,,
,,tumar cokut tata porse ni,1,,,,,
,,Oi notirr fua tui knee edit korle..,1,,,,,
,,notir fuare dor,1,,,,,
,,Sawar lakan muk ekan,1,,,,,
,,Tumare o j sundor lager  akbare hijrar lekain,1,,,,,
,,Ferot ni lager asta pagol owta re pabna fataw owtare,1,,,,,
,,"Oh te tumi lemta kori dekso,,,, sundor lagena,,, kapor findile sundor lage",1,,,,,
,,tmra miya amar man somman martay kori kara oiso.. Amar ruchi kita oto bad ni? ita sinalor furintor mukay saite uto ginna lage,1,,,,,
,,bodmais kalis kalik bow natin kila oy be.. natin nah bal sob pod marra tal..,1,,,,,
,,Ektu beshiu nekami kore,1,,,,,
,,Nijor kani nije kaiyaa elan chit oyya porle kani moja j oyce eta kali bujain na go magi..abal kunanor..neka shajo...Amr moto manus re or others out kew re kawaiya feedback nawka ,1,,,,,
,,Bau haat dia hoso abar bhat kao wak thu thu,1,,,,,
,,Dain haat naini tata porse ni,1,,,,,
,,Hay re belki..furinte emneu ola obinoy janoin,1,,,,,
,,Dur noti,1,,,,,
,,Hunga arua beshorom furi,1,,,,,
,,Lager dui azrail..,1,,,,,
,,ferot tumra,1,,,,,
,,na re go kairam na dekiya buja jar gu or lakan khani moja oito nay ar dekiya o lager ranna paroin na,1,,,,,
,,Kala gu lager...,1,,,,,
,,Daily Boro Afay Randoin Ak Din Suto Afay Randoin na kne Bekama botli kali sikani murani kore camerar shamne aia,1,,,,,
,,kita be 12 bhatari,1,,,,,
,,O asudin kaitayeni ase amar kase,1,,,,,
,,fet fulbo nego sikauri hokhol,1,,,,,
,,Fatlami saridow abo somoy asa,1,,,,,
,,kaitam suto afare,1,,,,,
,,tumra kun level or pagol be,1,,,,,
,,"maileneurin,,,nojor lagbo ne",1,,,,,
,,bandir goror bandite bule randira,1,,,,,
,,bal ditam na,1,,,,,
,,Fetfeta singla dia lairo badam dile tik oijaibe ammar ammar r dakaite farte nay,1,,,,,
,,Kam kom dong besi,1,,,,,
,,halar Hala tor nani okhlore  tui age dekat aia amare dush dire ni ,1,,,,,
,,tair lagi damand lage ni tai nije nijore sudito farbo,1,,,,,
,,Ota boga sylhet aicche,1,,,,,
,,dur hala ami oitam kene,1,,,,,
,,"Jegie microphone dorse he abadi jegu re ask korse ogu abadi,Dhaka, Chittagong or ota foul content Sylhet o aise",1,,,,,
,,kutum keshe dekba naile ila beijjot korlam one achudar furire,1,,,,,
,,Egu abadi lager mate,1,,,,,
,,bainchud obinoy balau koros ,1,,,,,
,,Abadir abadi okhol sylhet o ota bautami korat aiso ni. Hala goruchudain,1,,,,,
,,hay re bodmaishi,1,,,,,
,,"Eigu Sylheti lager nah,, tair Math huniya lagse ada abadi ada Sylhety,,abadi noti igu ",1,,,,,
,,jai howk Break-up korte sundor kori kor muk or basa karaf kne beti tor chis sinalmarauni,1,,,,,
,,Balor tolir video banao shoromo kore na maoga hokhol,1,,,,,
,,Sudawrir fuwa mawga re ,1,,,,,
,,ou adil halay protidin noya noya Mal khay he playboy ,1,,,,,
,,maimol furi,1,,,,,
,,Olan ni Gail dein beshorom,1,,,,,
,,itar ma bafe deke nani furin j noshto oise ,1,,,,,
,,kanki a kanki magi re poshno korer...  hala madarchud,1,,,,,
,,tui cilan beti,1,,,,,
,,sawwar gaan,1,,,,,
,,chikar lakan tut loia dekio kita kore !,1,,,,,
,,"Tumra dui boinre dekte lage gusol koro na  dekte lage shoriro feda shaban dia gosha marle ek Mon moyla baroibo,, tumra Kamal shaban dia gosha Mario kobis",1,,,,,
,,tor ma re kha kobisor puri,1,,,,,
,,agibar shomoy kuno video banaislay ni 3 dayniye,1,,,,,
,,Tuto gu komaya lagayo,1,,,,,
,,ou dui kota koite oile tumar heta muki Muk okan hajail lage ni ,1,,,,,
,,Aij kita emon pap korchilam je facebook o dukteu ou sinal or muk dekha laglo bal chic ,1,,,,,
,,tuto kigur gu lagaiso chi,1,,,,,
,,Deho bebsaye furi,1,,,,,
,,Tumrare foranir lagi hunlam manush or gese hat fatsoin tor ma bafe r ekhn kos kewr ufre dependent asle na r oiteo nay beimanor suda ,1,,,,,
,,dur ja kobisni tor may koin bhat kaite parray na video sara paiso shohoj shorol ek beti ja kam lowar loilao,1,,,,,
,,Thut oknain khato tey agey cheena bit na murgir bit  lagaya Thuta r bondh or na tanor.,1,,,,,
,,Tain beta na beti...gorur lakan muk,1,,,,,
,,Dur magi  tmra re dekhle o rag uti jay amr ,1,,,,,
,,igu tor apon bafor furi ni kanki oto odhikar kne ,1,,,,,
,,dur kobisor puri beimanor chuda,1,,,,,
,,hetir heti,1,,,,,
,,sinavit lagaia sobi tular dorkar kita ,1,,,,,
,,e chikanir kita oilo normally oto kowa jay lager tai 1 piece unga belengi kunanor,1,,,,,
,,sinal igu,1,,,,,
,,Sylhet ita Sobti Not Bangali.. R. Foga,1,,,,,
,,bebat hetir heti muko lagaise 1 mon moyda,1,,,,,
,,Tor beta jole kene furintore dekle tor kajuai ni tui kita lagaitr ni moida Vai igunte hajbo ekan hadiso,1,,,,,
,,Magiye kijat fal Der,1,,,,,
,,dur halar hala tui jela tor lakan 1 ta faisos ola,1,,,,,
,,"parle sylhety, na parle abadi, okhon bujo tumatanor choritro kita, nijor bibekor kase proshno koro?",1,,,,,
,,petni lager boga,1,,,,,
,,sikauri go sikauri furi,1,,,,,
,,Oto natok kora lage nii ..sikauri kanor,1,,,,,
,,tumrar kunu kam kaj nai ni be okormar fua furin,1,,,,,
,,ogure mura huroin dia koyta bari deo,1,,,,,
,,Huroin be bedisha,1,,,,,
,,dur chudarir puri ila falaire kne,1,,,,,
,,amlokire eola koin re makhalor furi,1,,,,,
,,chikaurir tal dekray ni...aiccha itar bap bai okhle kicchu koin nani,1,,,,,
,,tair sikani dekia mijaj karap oigese,1,,,,,
,,tair falor loge tair khan taki earring 1 piece forigese tai koito fare na hunga belengi,1,,,,,
,,sob furinte ola sikain,1,,,,,
,,ar manush faiso na abadi otare jikairay sylhety mat,1,,,,,
,,egu chapri kobis furi ,1,,,,,
,,asta ekta sikauri furi,1,,,,,
,,eola go maileneuri,1,,,,,
,,Ow tain abr nijere Sylhet dabi kroin abadi,1,,,,,
,,Duro igu abadi,1,,,,,
,,notiye j fal disoin mono oy tain dak sarsoin,1,,,,,
,,Murgir lakan furi lage jibone bat kaise na ar kita koroin,1,,,,,
,,aisoin noya youtu bal,1,,,,,
,,igu fura sagi,1,,,,,
,,sawwa tumi mia asuda ou furi sylhety ni,1,,,,,
,,"lenchi kunanor, ita kijati sikani",1,,,,,
,,"ekta sikauri gariar furi igu, abadi mono oy",1,,,,,
,,tui o beta hetar manush faisot na beta,1,,,,,
,,"dami deka ekta dia urani lagbo igure,, taile tair sikani bondo oibo",1,,,,,
,,sylhet or sob current tair pundo,1,,,,,
,,Koto boro pap korle sikawri torfawri ogur video samne ay block mara pore o aioy chi,1,,,,,
,,ogu oto sikawri kigu be ita koi taki sylhet jonmo nila,1,,,,,
,,E aij kailer furin ottttttttooo sikauri maigggoo shuna mai...hingi maas er lakan... ,1,,,,,
,,Silan furir lakan lager,1,,,,,
,,igure jegge bia korbo jamair pashapashi laga barir deoror logeo belengi dibo,1,,,,,
,,oto napak kne tumi ,1,,,,,
,,mutia Mut dila ,1,,,,,
,,o caca dim shoho ilish maas r tumar Cheng maas ota ekloge sinalnir hobay haraideo. mukedi kawa taki hobay moja faibo beshi.,1,,,,,
,,Jahed Ahmed tor hori je kosma ekono,1,,,,,
,,bura hoiche but shoytani geche na khalikor e boysho namaj kalam korto achil,1,,,,,
,,khalik boga loge Tain pund dekay komor dektam nani ,1,,,,,
,,"hayre achuda,maya",1,,,,,
,,ja re khalik ja tamsha dekaile ,1,,,,,
,,sinal betir r bodmaish betar souko lojja nai deka deka furin toia uslijain,1,,,,,
,,bura oijar muko clean shave hijrar lakan lager ,1,,,,,
,,dur buri tor jalay r bala lager na ,1,,,,,
,,buaiye  gor o porlay na kne. ar beta marka betire ditay aslay moshjido ,1,,,,,
,,deka aise jummah taki gu kotokan deo kaia baroia jaok ,1,,,,,
,,dorshokor lagi dekaite oile  tor furi duitar  pun dekaile kita oy be kalik ,1,,,,,
,,rait ghumao kila amrare dekaio go sinal ,1,,,,,
,,tumrare fashi deoa dorkar 4 pagol ,1,,,,,
,,tor ma chinal ,1,,,,,
,,ekjon Rani arekjon chutmarani ,1,,,,,
,,magir furi sudite sudite beush korlam one ,1,,,,,
,,ou bala oise bathroom dow magir goror magi ,1,,,,,
,,oi beta bala kicchu kaia shobti ekloge morijao ,1,,,,,
,,tor duita j muta muta ,1,,,,,
,,fura dui minute or lagi bainchod oigelam ,1,,,,,
,,dur ferotni jinnator lakan lager ,1,,,,,
,,deki igur ita kita obosta ,1,,,,,
,,Tai mne kore taire oln sundor lage kobiss,1,,,,,
,,igur kita putki jole nani ,1,,,,,
,,moyda r asil nani sawwat dilay na kne aro kotokan ,1,,,,,
,,ekbare bandor lager ,1,,,,,
,,bhutni lager perotnire ,1,,,,,
,,ghinna kore dekle bekaisloti beti ,1,,,,,
,,tair kala pundor maje moris lagaiya,1,,,,,
,,Amar gece lager jin booth aro besi sundor oibo,1,,,,,
,,gunda sanda fua ,1,,,,,
,,bettomij fuain,1,,,,,
,,ita hokkolti shoytanor agi teng,1,,,,,
,,o heta maraunir fua ita kita video banaiso,1,,,,,
,,abadi henga kori na amra,1,,,,,
,,jator kalau bala ita bal sal lagto na amrar,1,,,,,
,,Fuwar talut cul nai,1,,,,,
,,Furin egun to mal asion oyla bal or actor tain Amar,1,,,,,
,,Balor gym eta gym nam nsto korer,1,,,,,
,,garual beti shara poribar garual,1,,,,,
,,boga amar mai gela koi,1,,,,,
,,ou bogar fua re loia video banaitay faro nani,1,,,,,
,,tor duita go oto muta muta video dekia ami pagol,1,,,,,
,,call dia satas kene beta asuda,1,,,,,
,,sinal betir gola amar sokir tola,1,,,,,
,,gaur garual lager ,1,,,,,
,,khanki defli garial ,1,,,,,
,,khalik betar fel di gosa bachilao ar lebu di na kaia ma furir 3 buni di kailao ,1,,,,,
,,gosa lagsil morlay na kne ,1,,,,,
,,o kafiror furin Allahr waste kailao ,1,,,,,
,,khalikor fel o kita oigese nal oia hutno ,1,,,,,
,,bura gaiye ja belka kore go mai dekio ,1,,,,,
,,"Na goooooo elish maso gosa nai gooo, ela ber ber korle to gosa laghbo ow abalor chuda ",1,,,,,
,,putki boro ase 3 tar ,1,,,,,
,,Gift paw kori kali lucky lucky koro magir goror magin ,1,,,,,
,,tui ja hala tor tain shob taki beshi kain ,1,,,,,
,,nak puchia bhat kay igge ,1,,,,,
,,chachir tuta ikan j dhar ,1,,,,,
,,adilka ilish maas kaora okhol notir notin okhol ,1,,,,,
,,"j melaia boiso,, dekio fari jaibo ",1,,,,,
,,notir furir bay saite monekhor bati okan dia age taire awailito ,1,,,,,
,,ilish dekaitray ni magiye pun dekaitray ,1,,,,,
,,ilish igu nu funde dia hamaijibo ,1,,,,,
,,ita adum chudum dekia jane kor facebook uninstall korilitam,1,,,,,
,,tumar heta ikan nu deka jay beti ,1,,,,,
,,Fundedi baroise taka,1,,,,,
,,Eta sawwar toli video ni,1,,,,,
,,futi maasor lakan 2 ilish loia khalik sasar juan bou r demi sao a ja tamsha shuru korse ,1,,,,,
,,kanir jinis mas mansho kanir jinis video korina o pagolor sudain fokinir jat,1,,,,,
,,Deko deko ki mura mara maria mate buri pakni e …. Mateu lager ki cherag batti eta ,1,,,,,
,,shesh mesh kailao kaia morijaitay ,1,,,,,
,,"hokire faise tekar lag,,jeta mone dore ota korra video koria ",1,,,,,
,,o bura magi tor tol fara ,1,,,,,
,,sasar fel ogu otare biran koria dilao ,1,,,,,
,,mon char tumar fundor obay haraitam telaia ilish maas sutmarani magi ,1,,,,,
,,O defli gai.bathroomo giyao video kori dis..sobtar vedio dewa lage ni,1,,,,,
,,hawwa dia shaftat kai tao post kori na ,1,,,,,
,,itar khani dekia amar felor agat leror fani aicche ,1,,,,,
,,gosa lagia morija maileneuri ,1,,,,,
,,fundo j far kao ikan Facebook o deona kne ,1,,,,,
,,khalik sasay kita aij haat maria chit oia ghumaigela na kita ,1,,,,,
,,khalik betay ilish maasor buni bhaji khaia fel udlaia ghum dira ,1,,,,,
,,duitar buniye kullur kullur korer ,1,,,,,
,,Beltoli lemta party,1,,,,,
,,hayre morkir furin ,1,,,,,
,,morle na kne asudar furi bura boyosho natok arombo korsos furin loia ,1,,,,,
,,tumrar lagi bish naini bura shoytannir shorom haya nai furintor takto kila ,1,,,,,
,,demir demi anamati kaila ,1,,,,,
,,ita ilish maas nay tumra tingur heta ,1,,,,,
,,koto boro haramkhur manush bilai re ek kamor bhat dilo na ,1,,,,,
,,tui mor gosa lagiya noti,1,,,,,
,,Dur gorusudar furi,1,,,,,
,,khalik sasa jumur abba boga amar tain...tain ufoit oia hutisoin kola sefa oijibo ,1,,,,,
,,Ei beti magi aste mat tor jamai ghumo,1,,,,,
,,ilish maaso joto gosa r khalik sasir fundo joto chul ,1,,,,,
,,itar poror kaite kaite r pinte pinte lokhom ola barse jesar gese bhat maas kapor lillah kuje hokranir furin ,1,,,,,
,,lucky agu re faicoin ak bare bala kori kaira.jecata oile o kujilain ferot hokir okhol.,1,,,,,
,,gosa nay ita khalikor felor shada lum ,1,,,,,
,,Botli matat kapor diya bat kha tmr ma ekan o hikaisoin nani chi tmra sylheti na abadi go,1,,,,,
,,Sasori ammar o mat futigace ni allah koy jaitay ba suna bal iguntor jalay ,1,,,,,
,,o beti sasi manush morle ekdine more tumi beti heti duidin morlay kila ,1,,,,,
,,kijator asudain re ita ,1,,,,,
,,sanda khalik re tulo ,1,,,,,
,,oi khalik tui tor felor shada sauce ektu dila aro beshi moja lagbo tor 3 ta dekir ,1,,,,,
,,moris r lebu tor hobaydi haraide sinal kunanor ,1,,,,,
,,so guys higur buni deka jar ,1,,,,,
,,bedinor baicchay matat kapor diao khar na shob dush khankir fua khalikor felor ,1,,,,,
,,so guys ami gail diram hetir goror boda ,1,,,,,
,,ilish maas kne ami tumar dudh kaitam ,1,,,,,
,,o magi sasa koi ,1,,,,,
,,E gaiyain tor jalay FB t taka jar na.Otare kurbanit niya jobo kora dorkar.,1,,,,,
,,Allah notir gosa lagiya morijawuk,1,,,,,
,,otar lagi tor shobta muta pundor fur o muta ,1,,,,,
,,sasir ghor o 2 ta gai jumu r moumita ,1,,,,,
,,tumar fundo o ilishor gondo ase na kita jela koiray ,1,,,,,
,,dur noti tutabay jekhan ay eride ,1,,,,,
,,amar boga ogu kailaona kne ,1,,,,,
,,dur beimanni age ilish kaite jaga besar dorkar porsil ni ,1,,,,,
,,gofialor furir mat huno ,1,,,,,
,,fel kaiso ,1,,,,,
,,Akbar kow kaitay faro na obav o akbar kow tumra ja kaiso amra ota deksi na asole kita tumra R akta kotha Amra ja kairam tumar jonme o ita dakso na go gofial magi ,1,,,,,
,,tumra asankha shuoror gushti ,1,,,,,
,,"Tumra jeta korso mas dekia te manush a koito na te kita korto,ar chepta puti khaile kile tui kita agor jug or ni. Pagol okol",1,,,,,
,,ita to beti age ilish or dam kom asil shob manusheo kaison ekon koyta kairay kobis beti ,1,,,,,
,,ilish maas kaoa duror kota hi shomoy bhat faisleni gof kan maros gofiar magi kobis tumatanor agor obosta manushe janoin ,1,,,,,
,,er lagiu tor pun oto boro go buri ,1,,,,,
,,dur bal ota balor video dekar lagi mb borsi na phone o ,1,,,,,
,,outare hukna gu loia itao be ,1,,,,,
,,khalikor boga ogu piece piece koria begun chop banaia kailio ,1,,,,,
,,"furin taki buri sundor deki, tai din din juan or ",1,,,,,
,,Dur Sudawrir Furin,1,,,,,
,,Notir mat huno,1,,,,,
,,Dur beimanor furi,1,,,,,
,,deko sinalor buni koto boro ,1,,,,,
,,tumi ilish kaway amar jumu otar dud boro boro oise. itar bis bala maay ilishar dim kaise ,1,,,,,
,,Tumer fundo otho ghusa nigo mai,1,,,,,
,,beimanir ekta limit ase okta cross korio na ,1,,,,,
,,ou madarchud or baicchaintoreo dorshor koria marilaoa dorkar ,1,,,,,
,,o buri magi hi shomoy 12 tekay ekta boro ilish fawa jaito ,1,,,,,
,,fokirnir furi dhappa dis na magir magi ,1,,,,,
,,tumra shobti pagol sagol behaya ,1,,,,,
,,sondar bou ,1,,,,,
,,j digbaji marray go mai ,1,,,,,
,,sylhety notir furi magi ,1,,,,,
,,notun pagol oile olau ,1,,,,,
,,tor larir maje armyr danda dia koyta badam dita jodi kunoguye ami boro kushi oilam ne ,1,,,,,
,,haat tera kne mirki bemar ni ,1,,,,,
,,Age tomar bapre banaw tar pore koibay tore,1,,,,,
,,tore k bia korto baro batari cocktail ,1,,,,,
,,Tor jamai kotogu tui nijeo janos nh kiba🤣,1,,,,,
,,oi heti koy betare jamai banaite ,1,,,,,
,,dur hetir heti hor intaki ,1,,,,,
,,dur fela muki furi tore ni chi ghin korer ,1,,,,,
,,na apne bash disoinna culkanir molom disoin ,1,,,,,
,,"tai kita beta ni,,,je pahar banaiche maileneuriye ",1,,,,,
,,Samnor pahar tho masa Allah,1,,,,,
,,bash dilayni betire..magiye beshi falo utse ,1,,,,,
,,buni to nay lager pahar ,1,,,,,
,,Eguin dekairay kene ...mosha masi boitu nay eguintu ..futa jinish ..eta oitu nay.  ,1,,,,,
,,Tumare kilan potaito. attir lakan,1,,,,,
,,tumare potaia bal palaito ni bura furi ,1,,,,,
,,itar ekon boga kawar shomoy ,1,,,,,
,,chi ita obosta ni...mangsho na gu kairay ,1,,,,,
,,tumar kolija katia bhuna koro ami kaitam ,1,,,,,
,,hayre go buri sinal aro kotota dekaibay ,1,,,,,
,,Eta gu kaia oto muta ni,1,,,,,
,,kalik beta koi...betar jane kicchu kuje nani e beta asta ekta goruchuda ,1,,,,,
,,Dekir deg bora sara gawr manuse kaita parba,1,,,,,
,,boin futre bia korilao garia furi ,1,,,,,
,,ma furi 3 jone sawwa chakni kor ,1,,,,,
,,Kaiya akbare asuda oijaitam oo sorry ashudda oijaitamgi,1,,,,,
,,sasar bici 2 tat o moris deo moja lagbo ,1,,,,,
,,kne tain rait tumare faraia kushi koroin nani ,1,,,,,
,,"Kalik bai tumar furi egu dilau amare, ami bazaro niya magire besilimu,",1,,,,,
,,maoga halar hala kali ,1,,,,,
,,bodmash committee r shobhapoti kalik ,1,,,,,
,,tain fel falaia boi roisoin ,1,,,,,
,,khalikor pani bala nay otar lagi furi ila ,1,,,,,
,,noti hokhol iftaror shomoy video banay ,1,,,,,
,,khalik sasay kaira tai kaile kita oise o defli ,1,,,,,
,,itar muk dekle bomi ay ,1,,,,,
,,oi beta kalik tor kutti igure kita korte ,1,,,,,
,,chut lagi moro nani be morkir furin ,1,,,,,
,,ota muk dekaia ruja rakse ni be halar morkin ,1,,,,,
,,Ma-sha-Allah dui boinor 4 ta buni 15 kg oibo ,1,,,,,
,,tin deki furire bia kortam ,1,,,,,
,,ghor o muti deo ni ,1,,,,,
,,tumitain manush ni manush tumatanor ghor o aita ,1,,,,,
,,j gu ano dekani lage ni behayar dol ,1,,,,,
,,tumrar jibonor poyla marray ni 3 dekin ,1,,,,,
,,jumur bra deka jar ,1,,,,,
,,"moumitar pun or maje fan okta bandia deo,,,tair pun ikan din rain gorom take ",1,,,,,
,,jumur boglo gondo beshi...ghran tura maro ,1,,,,,
,,e gorusudar furintore kila jonmaise kalik sasay ,1,,,,,
,,oto kobis ita shobtintor jonmo oise futkibaydi ,1,,,,,
,,maileneuri okhol r ghumaijao be ,1,,,,,
,,"Poyla paise mone koy ou melai melai hashi der,monipuri chepti afa.",1,,,,,
,,ita noshto oisoin kila janoni kalikor shada Panir temper asil na otar lagi ,1,,,,,
,,O caci tumar Kita akjora sorom nai ni go Kali nu galiaira tumaranre,1,,,,,
,,tumrar maay fad marsoin ,1,,,,,
,,tumrar tole di ektu mar khalik betay ektu gondo faiba ,1,,,,,
,,magi hokhlor ghor o bala manush ain ni ,1,,,,,
,,jaore chutmarani okhol ,1,,,,,
,,shara dush ma ogur oto kobis tai ,1,,,,,
,,e bura betire ekta Irany missile borideo ,1,,,,,
,,kolla jaibo jannatho ar body jaibo jahannamo,1,,,,,
,,itar dudh boro ni ,1,,,,,
,,fundo muji ase ni tumar kobis chudi ,1,,,,,
,,otay tore doria doria putki mare na kne kobis garia ,1,,,,,
,,gu tura makilaio cream dia kita kortay ,1,,,,,
,,goda sakib ,1,,,,,
,,Sobtat  ow sudawre daf day. N0. 1 Nostow Bate ogu?,1,,,,,
,,sanda magire loge ne ,1,,,,,
,,kalikor betir saya findia ja halar pua,1,,,,,
,,ei gariar garia tor shorom korer naynibe furin dia chudaia otar teka kaire mor giya o magir fua ,1,,,,,
,,o botli tuntunire 1 ta page kulia de rego ,1,,,,,
,,Tumra nosto oiso Bala aro ow.baiccaintore o nosto korray ni Karaf okol,1,,,,,
,,Betir bafe kurbani diba ki na tumi jikaile dush nay r betir bafe jikaile dush hetir goror heti,1,,,,,
,,kitare nortoki otare loia video banas ni? r otar bashat jas deki tor to motlob bala nay ,1,,,,,
,,Jauk jumur bafor felor ekta fuya deklam,1,,,,,
,,pagolor chuda kita koy nije janena ,1,,,,,
,,turar lagi porigesil cacar felor maje ,1,,,,,
,,j bemurot be igu ,1,,,,,
,,sandare huroin di bari deo ,1,,,,,
,,mar mar sasare douraia mar halar betare ,1,,,,,
,,Itare punnota koinare silan.. Itare koi 12 betar loge rait kataia 1 betar gese caught khaia biya bowa..,1,,,,,
,,Tor mar jormor age tui duniyat aisot ni magi,1,,,,,
,,Ami oto koi ela capri furi Argentina fan oibo na kila abar proman korlay tumi je capri.,1,,,,,
,,oi maileneuri tor beti jonmo oilo hedin r j falafali korre ,1,,,,,
,,tui asuda khelar kho bujos ni ,1,,,,,
,,tumar rate koto jana jaibo ni... jure jata dile bule kandidibay ,1,,,,,
,,ou ni tor deka hai ,1,,,,,
,,Kun pap je korcilam tair Balor post ota samne aice mood tai karap kri dice,1,,,,,
,,Aiow Saudi arab .. Kofile boitakse.. Tumare ficon marar lagi..,1,,,,,
,,tumi desho takia magi baji koro income oibo ,1,,,,,
,,erlagi to tui din din khanki magi oire ,1,,,,,
,,jamaire to kusia lager ,1,,,,,
,,Tui giya keta korte budat shot loite ni arobe oklor gestake,1,,,,,
,,igur tela jarte farte nay  poyla telat tor kombol baroi jaibo ,1,,,,,
,,obosheshe baro batarir lagi bura beta faise foga furi ,1,,,,,
,,betar fel ekon agor lakan kara oito na tumar jala kila mitaibo ,1,,,,,
,,dur hala Jamai bidesh take ,1,,,,,
,,ekon pordar bitre taktay jodi jamai tik take oto din magi baji korso ,1,,,,,
,,dur hetir goror heti kitar loge contract koria antaji koire bia oigese ,1,,,,,
,,aij sawwa mawwa shob fatailaibo re ,1,,,,,
,,gariar magir henga dekar lagi lager manush Facebook o duker ,1,,,,,
,,kun halay nilo e erail kola ,1,,,,,
,,mutor gon gese na furiye bia korilaise deki be...ita kita korlo sinale ,1,,,,,
,,khawra mal igu ,1,,,,,
,,taito bal pakna puri loge arek 10 ta purin re kharap banaibo,1,,,,,
,,igu oilo abadi ba tair baf dadar nari noakhali asil ,1,,,,,
,,sanda kalikor sandi pregnant ,1,,,,,
,,j sikai sikai mato go boinain hokhol ,1,,,,,
,,khalik garia lager ghum taki utise sandir kerkera golar awaje ,1,,,,,
,,Oi Khalik tor shandi bou Tare shamla Tor bou karafor karaf   jonmar karaf.,1,,,,,
,,tor higun gacor amar igun kita matir ni go boga ,1,,,,,
,,"ita oto bad oto behaya khal forra re baba, manushor oto gail kain tao tik oin na ",1,,,,,
,,"tekar lagi kutta pagol magin, ilan gail kaile ami stroke korililam one re kundin ",1,,,,,
,,R kunta nai ni be poila u tenga dia.r sob somoy nise boia kaw tumra hokiror goror hokir ,1,,,,,
,,hayre kobisor dol ,1,,,,,
,,Etani ar mainse kaison hetir goror heti ,1,,,,,
,,Khalik tui tor shandir fundediya  akta  vori de.,1,,,,,
,,khalikor bici 2 o ta randia kao moja lagbo ,1,,,,,
,,Na tumrare R kunta koitam nay Behayar chudain kanor,1,,,,,
,,noya gachor 4 ta tui buri magir 2 ta mut 6 ta boro boro ,1,,,,,
,,Dur dur dur dur rendi,1,,,,,
,,tor daat oto moyla kne noti tor jamaire ko fao dia r balu dia goshaia dibo kobis beti ,1,,,,,
,,Haya sorom kichu rako...? Maa baf bai tarar muk rako....? aso kali notabana korat ,1,,,,,
,,mate kotay lager to koto suto...r kotojonre dia jeno fataise ikan koy na kne ,1,,,,,
,,Ami oushod kormu ne ay tui doraisna chudon ta kaila ,1,,,,,
,,kototar loge pat kheto gesos koilena maileneuri fataia harse premike ,1,,,,,
,,Dur kukkato kulangar jaroj bessha magi ,1,,,,,
,,"Chouk muke di caile lage tuta baj,mair kur,jollad",1,,,,,
,,gorur fel deka jay na kne igu lager tair lakan banji gai ,1,,,,,
,,amar nam lekle na magi gariami korle ,1,,,,,
,,mai goo tmr lawgunta aktu cuto kro,1,,,,,
,,ruj ruj kochlani oile suto oibo kila magir igun ,1,,,,,
,,Mubarak banan oise na re gondar ,1,,,,,
,,sundor oise fura chakma lager dayush or furi fetli ,1,,,,,
,,biya korila asudi re ,1,,,,,
,,Goru egu tor lakan oto muta  ,1,,,,,
,,tumar pund oise sinalor gor taki sinal oise ,1,,,,,
,,tor lakan lager go mai noti kunanor ,1,,,,,
,,tumar hono r sanda kalikor bogat lagao ,1,,,,,
,,taire qurbani dile mono shanti failam one deki datise ,1,,,,,
,,tumar buni igun sundor j muta haat dite moja lagbo ,1,,,,,
,,tumare futkibay kortam ,1,,,,,
,,tor mar sawwar lakan lager ,1,,,,,
,,notir bia oise na dudh igun oto boro oilo kila ,1,,,,,
,,niche lagaile aro sundor laglo one khanki magi ,1,,,,,
,,magi sinal lager ,1,,,,,
,,o jolohosti sinal ita kita dekaire ,1,,,,,
,,tumi kuno manushor suda nay oto gail dein manushe tao abar post koro,1,,,,,
,,Asuda miya tumi ,1,,,,,
,,fuaintor begun chushi chushi kaiso ni kuno shomoy ,1,,,,,
,,tumar Buda kala na sada ,1,,,,,
,,tor mare koto shomoy chude shara gramor manushe r tore koto shomoy chude shara gramor fuainte ,1,,,,,
,,jumur buni igun j sundor ,1,,,,,
,,saluwar kulia bal dekaia video dilaio bala lagbo ,1,,,,,
,,tumar buni sundor ni ,1,,,,,
,,Oi tumrar ou khoror Boshir gai ogutare kou muk kanta R melaito na mogoj nosto oijay giya,1,,,,,
,,dur shuoror furi sudauri sawwa dekairay ni tumar ,1,,,,,
,,tore chudar time nai magir goror magi ,1,,,,,
,,tumare chuditam ek hajar teka dimu tumi raji takle kow ,1,,,,,
,,tor mar pun notir furin loge arek magir fua ,1,,,,,
